timestamp,test_label,tcp_throughput_mbps
2025-11-26T16:49:30.550325,VPN_ON,18.573193
2025-11-26T16:49:50.065522,VPN_ON,7.369391
2025-11-26T16:50:06.364310,VPN_ON,19.279038
2025-11-26T20:30:32.730071,VPN_ON,38.911972
2025-11-26T20:30:48.307082,VPN_ON,40.090333
2025-11-26T20:31:04.022149,VPN_ON,37.89392
2025-11-26T20:31:20.327193,VPN_ON,26.440911
2025-11-26T20:31:36.628085,VPN_ON,28.87693
2025-11-26T20:31:52.118829,VPN_ON,33.905425
2025-11-26T20:32:08.319375,VPN_ON,20.47923
2025-11-26T20:32:23.924012,VPN_ON,19.431915
2025-11-26T20:32:39.805712,VPN_ON,19.504974
2025-11-26T20:32:55.311645,VPN_ON,33.262483
2025-11-26T20:33:11.034132,VPN_ON,23.567144
2025-11-26T20:33:26.620610,VPN_ON,25.426701
2025-11-26T20:33:41.929964,VPN_ON,26.029919
2025-11-26T20:33:57.324219,VPN_ON,26.533883
2025-11-26T20:34:13.204862,VPN_ON,29.277167
2025-11-26T20:34:28.691473,VPN_ON,24.88425
2025-11-26T20:34:49.514511,VPN_OFF,63.873243
2025-11-26T20:35:05.119874,VPN_OFF,190.620105
2025-11-26T20:35:20.546362,VPN_OFF,196.010531
2025-11-26T20:35:35.982657,VPN_OFF,194.488824
2025-11-26T20:35:51.636710,VPN_OFF,68.386661
2025-11-26T20:36:06.982576,VPN_OFF,187.060822
2025-11-26T20:36:22.460334,VPN_OFF,185.688455
2025-11-26T20:36:37.852573,VPN_OFF,174.155691
2025-11-26T20:36:53.445651,VPN_OFF,76.122918
2025-11-26T20:37:08.737417,VPN_OFF,184.991139
2025-11-26T20:37:24.015403,VPN_OFF,195.370395
2025-11-26T20:37:39.396367,VPN_OFF,198.342216
2025-11-26T20:37:54.876420,VPN_OFF,114.079406
2025-11-26T20:38:10.259778,VPN_OFF,185.208194
2025-11-26T20:38:25.689897,VPN_OFF,188.172607
2025-11-26T20:38:41.022454,VPN_OFF,194.679239
2025-11-26T20:47:52.364318,VPN_ON,25.815326
2025-11-26T20:48:07.952057,VPN_ON,37.411881
2025-11-26T20:48:24.003194,VPN_ON,25.58116
2025-11-26T20:48:39.529021,VPN_ON,30.452063
2025-11-26T20:48:55.109065,VPN_ON,25.688961
2025-11-26T20:49:10.816960,VPN_ON,27.830751
2025-11-26T20:49:26.377891,VPN_ON,37.815033
2025-11-26T20:49:42.001492,VPN_ON,28.417488
2025-11-26T20:49:57.333634,VPN_ON,29.263523
2025-11-26T20:50:12.866207,VPN_ON,29.624961
2025-11-26T20:50:28.302036,VPN_ON,27.010825
2025-11-26T20:50:43.855584,VPN_ON,28.609485
2025-11-26T20:50:59.293508,VPN_ON,25.906023
2025-11-26T20:51:14.653144,VPN_ON,22.572896
2025-11-26T20:51:30.658983,VPN_ON,25.2907
2025-11-26T20:51:46.561750,VPN_ON,23.262392
2025-11-26T20:52:07.835368,VPN_OFF,68.922079
2025-11-26T20:52:23.077975,VPN_OFF,188.650659
2025-11-26T20:52:38.382623,VPN_OFF,195.992737
2025-11-26T20:52:53.898959,VPN_OFF,193.79349
2025-11-26T20:53:09.788295,VPN_OFF,72.034551
2025-11-26T20:53:25.101013,VPN_OFF,172.072696
2025-11-26T20:53:40.443088,VPN_OFF,174.340679
2025-11-26T20:53:55.927791,VPN_OFF,172.949214
2025-11-26T20:54:11.659668,VPN_OFF,86.486552
2025-11-26T20:54:27.025769,VPN_OFF,181.357648
2025-11-26T20:54:42.324351,VPN_OFF,195.954986
2025-11-26T20:54:57.618530,VPN_OFF,188.49384
2025-11-26T20:55:13.303815,VPN_OFF,101.733039
2025-11-26T20:55:28.597780,VPN_OFF,196.419074
2025-11-26T20:55:43.849090,VPN_OFF,194.132672
2025-11-26T20:55:59.400384,VPN_OFF,176.74287
2025-11-26T21:05:10.781553,VPN_ON,24.461933
2025-11-26T21:05:26.272126,VPN_ON,57.759047
2025-11-26T21:05:41.794739,VPN_ON,50.813469
2025-11-26T21:05:57.219614,VPN_ON,50.688355
2025-11-26T21:06:12.586901,VPN_ON,52.060589
2025-11-26T21:06:28.193131,VPN_ON,37.514543
2025-11-26T21:06:43.523364,VPN_ON,35.565642
