timestamp,test_label,tcp_throughput_mbps
2025-11-26T20:39:11.504104,VPN_ON,56.770857
2025-11-26T20:39:27.180441,VPN_ON,36.08428
2025-11-26T20:39:43.171953,VPN_ON,34.659886
2025-11-26T20:39:58.642088,VPN_ON,35.69933
2025-11-26T20:40:14.321750,VPN_ON,28.499415
2025-11-26T20:40:29.640740,VPN_ON,33.976148
2025-11-26T20:40:45.194499,VPN_ON,36.793713
2025-11-26T20:41:01.139449,VPN_ON,39.589749
2025-11-26T20:41:16.662886,VPN_ON,30.930188
2025-11-26T20:41:32.525722,VPN_ON,24.127489
2025-11-26T20:41:48.728226,VPN_ON,25.777488
2025-11-26T20:42:04.626499,VPN_ON,21.515828
2025-11-26T20:42:20.731762,VPN_ON,32.43849
2025-11-26T20:42:36.336448,VPN_ON,25.005514
2025-11-26T20:42:52.067719,VPN_ON,27.664223
2025-11-26T20:43:07.848978,VPN_ON,14.355409
2025-11-26T20:43:28.333232,VPN_OFF,92.923051
2025-11-26T20:43:44.031757,VPN_OFF,55.817289
2025-11-26T20:43:59.459848,VPN_OFF,83.398287
2025-11-26T20:44:15.189000,VPN_OFF,96.520289
2025-11-26T20:44:30.636142,VPN_OFF,76.017867
2025-11-26T20:44:46.707867,VPN_OFF,79.917485
2025-11-26T20:45:02.602450,VPN_OFF,79.380796
2025-11-26T20:45:18.132745,VPN_OFF,81.799933
2025-11-26T20:45:33.856615,VPN_OFF,49.783116
2025-11-26T20:45:49.337525,VPN_OFF,75.280285
2025-11-26T20:46:04.705250,VPN_OFF,78.292136
2025-11-26T20:46:20.072164,VPN_OFF,94.999479
2025-11-26T20:46:35.502373,VPN_OFF,78.180261
2025-11-26T20:46:50.925647,VPN_OFF,57.747296
2025-11-26T20:47:06.391065,VPN_OFF,80.234077
2025-11-26T20:47:21.864897,VPN_OFF,95.524417
2025-11-26T20:56:30.536544,VPN_ON,31.584491
2025-11-26T20:56:46.962543,VPN_ON,30.391803
2025-11-26T20:57:04.216835,VPN_ON,29.345261
2025-11-26T20:57:20.083418,VPN_ON,31.262503
2025-11-26T20:57:36.239534,VPN_ON,26.480807
2025-11-26T20:57:55.429620,VPN_ON,4.205845
2025-11-26T20:58:11.244424,VPN_ON,28.952516
2025-11-26T20:58:26.740980,VPN_ON,32.992564
2025-11-26T20:58:43.977459,VPN_ON,6.085295
2025-11-26T20:59:00.350264,VPN_ON,30.980741
2025-11-26T20:59:16.818816,VPN_ON,22.730767
2025-11-26T20:59:34.085606,VPN_ON,13.930697
2025-11-26T20:59:49.925910,VPN_ON,27.568362
2025-11-26T21:00:06.431904,VPN_ON,13.048199
2025-11-26T21:00:21.935148,VPN_ON,22.600257
2025-11-26T21:00:47.190682,VPN_OFF,30.907975
2025-11-26T21:01:02.628700,VPN_OFF,85.491801
2025-11-26T21:01:18.143244,VPN_OFF,74.027569
2025-11-26T21:01:33.930028,VPN_OFF,79.597876
2025-11-26T21:01:49.652833,VPN_OFF,72.07303
2025-11-26T21:02:05.170784,VPN_OFF,92.390274
2025-11-26T21:02:20.668428,VPN_OFF,56.92923
2025-11-26T21:02:36.266330,VPN_OFF,100.909205
2025-11-26T21:02:51.706054,VPN_OFF,95.2507
2025-11-26T21:03:07.494052,VPN_OFF,85.913072
2025-11-26T21:03:23.312765,VPN_OFF,68.526929
2025-11-26T21:03:38.656980,VPN_OFF,94.556834
2025-11-26T21:03:54.053151,VPN_OFF,98.281411
2025-11-26T21:04:09.499489,VPN_OFF,72.731953
2025-11-26T21:04:24.886207,VPN_OFF,92.507243
2025-11-26T21:04:40.286894,VPN_OFF,88.585164
2025-11-26T21:13:47.506507,VPN_ON,28.577814
2025-11-26T21:14:03.393384,VPN_ON,26.256111
2025-11-26T21:14:19.199477,VPN_ON,27.856029
2025-11-26T21:14:35.017698,VPN_ON,17.626012
2025-11-26T21:14:50.685394,VPN_ON,24.907159
2025-11-26T21:15:06.566693,VPN_ON,27.510888
2025-11-26T21:15:22.432527,VPN_ON,23.297213
2025-11-26T21:15:38.097021,VPN_ON,25.660775
2025-11-26T21:15:53.614008,VPN_ON,21.920029
2025-11-26T21:16:09.446310,VPN_ON,24.604815
2025-11-26T21:16:25.106895,VPN_ON,22.831382
2025-11-26T21:16:40.612454,VPN_ON,25.263507
2025-11-26T21:16:56.369139,VPN_ON,22.346813
2025-11-26T21:17:12.146112,VPN_ON,18.804821
2025-11-26T21:17:29.415430,VPN_ON,15.336954
2025-11-26T22:07:52.214618,VPN_ON,0.040916
2025-11-26T22:08:12.185182,VPN_OFF,78.682298
2025-11-26T22:08:27.608993,VPN_OFF,95.234527
2025-11-26T22:08:42.837648,VPN_OFF,80.028929
2025-11-26T22:08:58.311046,VPN_OFF,89.070683
2025-11-26T22:09:12.933846,VPN_OFF,94.129018
2025-11-26T22:09:28.395556,VPN_OFF,96.176358
2025-11-26T22:09:43.061285,VPN_OFF,91.46581
2025-11-26T22:09:58.470900,VPN_OFF,53.484844
2025-11-26T22:10:13.224877,VPN_OFF,89.109287
2025-11-26T22:10:28.600497,VPN_OFF,82.176312
2025-11-26T22:10:43.985761,VPN_OFF,76.143723
2025-11-26T22:10:59.534348,VPN_OFF,77.748989
2025-11-26T22:11:15.077237,VPN_OFF,87.739743
2025-11-26T22:11:30.424669,VPN_OFF,95.657674
2025-11-26T22:11:46.231021,VPN_OFF,95.111096
2025-11-26T22:12:01.604745,VPN_OFF,96.129967
2025-11-26T22:20:59.697573,VPN_ON,24.91179
2025-11-26T22:21:15.374201,VPN_ON,17.59493
2025-11-26T22:21:30.821929,VPN_ON,20.594484
2025-11-26T22:21:46.114904,VPN_ON,26.443354
2025-11-26T22:22:01.893365,VPN_ON,23.802572
2025-11-26T22:22:17.251948,VPN_ON,23.447919
2025-11-26T22:22:32.486112,VPN_ON,25.171141
2025-11-26T22:22:47.933696,VPN_ON,31.214092
2025-11-26T22:23:03.592261,VPN_ON,25.102954
2025-11-26T22:23:19.062368,VPN_ON,33.347868
2025-11-26T22:23:34.821167,VPN_ON,34.432361
2025-11-26T22:23:50.500901,VPN_ON,33.800007
2025-11-26T22:24:05.841443,VPN_ON,17.619748
2025-11-26T22:24:22.533390,VPN_ON,34.739181
