timestamp,test_label,tcp_throughput_mbps
2025-11-18T21:47:28.450343,VPN_ON,10.999447
2025-11-18T21:47:43.668704,VPN_ON,12.095225
2025-11-18T21:47:58.945538,VPN_ON,10.692365
2025-11-18T21:48:14.144004,VPN_ON,10.141836
2025-11-18T21:48:29.317011,VPN_ON,8.911699
2025-11-18T21:48:44.487178,VPN_ON,9.443697
2025-11-18T21:48:59.743093,VPN_ON,10.501245
2025-11-18T21:49:15.006810,VPN_ON,9.157489
2025-11-18T21:49:30.359441,VPN_ON,8.660469
2025-11-18T21:49:45.548095,VPN_ON,9.53311
2025-11-18T21:50:00.760185,VPN_ON,9.183491
2025-11-18T21:50:15.964571,VPN_ON,9.719398
2025-11-18T21:50:31.178391,VPN_ON,11.290956
2025-11-18T21:50:46.432287,VPN_ON,11.737758
2025-11-18T21:51:01.660938,VPN_ON,10.628513
2025-11-18T21:51:16.891749,VPN_ON,10.74165
2025-11-18T21:51:37.137043,VPN_OFF,42.013927
2025-11-18T21:51:52.297228,VPN_OFF,203.617646
2025-11-18T21:52:07.478386,VPN_OFF,229.785858
2025-11-18T21:52:22.665350,VPN_OFF,258.938789
2025-11-18T21:52:37.858685,VPN_OFF,245.311687
2025-11-18T21:52:53.033601,VPN_OFF,265.485599
2025-11-18T21:53:08.202986,VPN_OFF,250.502181
2025-11-18T21:53:23.392938,VPN_OFF,244.245415
2025-11-18T21:53:38.562361,VPN_OFF,273.71017
2025-11-19T17:12:45.303970,VPN_ON,9.319241
2025-11-19T17:13:00.630000,VPN_ON,9.222061
2025-11-19T17:13:16.093578,VPN_ON,8.896113
2025-11-19T17:13:32.407384,VPN_ON,8.675707
2025-11-19T17:13:47.647565,VPN_ON,10.920548
2025-11-19T17:14:02.842684,VPN_ON,10.24663
2025-11-19T17:14:18.059993,VPN_ON,10.139317
2025-11-19T17:14:33.250818,VPN_ON,9.640137
2025-11-19T17:14:48.442847,VPN_ON,9.030196
2025-11-19T17:15:04.086018,VPN_ON,7.345436
2025-11-19T17:15:19.317371,VPN_ON,9.28234
2025-11-19T17:15:34.560566,VPN_ON,9.28051
2025-11-19T17:15:49.793536,VPN_ON,8.964775
2025-11-19T17:16:05.126881,VPN_ON,7.4514
2025-11-19T17:16:20.318963,VPN_ON,7.663931
2025-11-19T17:16:35.785876,VPN_ON,8.080358
2025-11-19T17:16:56.036110,VPN_OFF,271.800774
2025-11-19T17:17:11.213462,VPN_OFF,227.022076
2025-11-19T17:17:26.397834,VPN_OFF,264.148403
2025-11-19T17:17:41.618681,VPN_OFF,269.58599
2025-11-19T17:17:56.864637,VPN_OFF,257.729707
2025-11-19T17:18:12.043607,VPN_OFF,261.723054
2025-11-19T17:18:27.243484,VPN_OFF,258.612922
2025-11-19T17:18:42.393768,VPN_OFF,263.963561
2025-11-19T17:18:57.573936,VPN_OFF,275.977497
2025-11-19T17:19:12.787115,VPN_OFF,249.184935
2025-11-19T17:19:27.965858,VPN_OFF,286.405896
2025-11-19T17:19:43.124955,VPN_OFF,293.664425
2025-11-19T17:19:58.321161,VPN_OFF,280.288531
2025-11-19T17:20:13.486502,VPN_OFF,259.088093
2025-11-19T17:20:28.674518,VPN_OFF,250.87779
2025-11-19T17:20:44.033267,VPN_OFF,281.518637
2025-11-19T17:29:43.344472,VPN_ON,7.392725
2025-11-19T17:29:58.618781,VPN_ON,9.964927
2025-11-19T17:30:13.788849,VPN_ON,7.676832
2025-11-19T17:30:30.121254,VPN_ON,6.890237
2025-11-19T17:30:45.286352,VPN_ON,9.662848
2025-11-19T17:31:00.504087,VPN_ON,6.829908
2025-11-19T17:31:15.890580,VPN_ON,9.854304
2025-11-19T17:31:31.161095,VPN_ON,8.936617
2025-11-19T17:31:46.440712,VPN_ON,7.194502
2025-11-19T17:32:01.688040,VPN_ON,10.114249
2025-11-19T17:32:16.947881,VPN_ON,6.384983
2025-11-19T17:32:32.205931,VPN_ON,9.473835
2025-11-19T17:32:47.389542,VPN_ON,10.267036
2025-11-19T17:33:02.661194,VPN_ON,9.254907
2025-11-19T17:33:17.871169,VPN_ON,10.775486
2025-11-19T17:33:33.097367,VPN_ON,8.885304
2025-11-19T17:33:53.384447,VPN_OFF,282.589003
2025-11-19T17:34:08.568072,VPN_OFF,281.596532
2025-11-19T17:34:24.810186,VPN_OFF,258.542558
2025-11-19T17:34:40.012473,VPN_OFF,286.128266
2025-11-19T17:34:56.230377,VPN_OFF,251.439782
2025-11-19T17:35:11.411679,VPN_OFF,293.198632
2025-11-19T17:35:26.616946,VPN_OFF,292.975409
2025-11-19T17:35:41.803562,VPN_OFF,209.081688
2025-11-19T17:35:56.957903,VPN_OFF,233.021976
2025-11-19T17:36:12.178920,VPN_OFF,233.461002
2025-11-19T17:36:27.395294,VPN_OFF,259.575731
2025-11-19T17:36:42.543584,VPN_OFF,292.992921
2025-11-19T17:36:57.719710,VPN_OFF,280.455617
2025-11-19T17:37:12.891958,VPN_OFF,288.291937
2025-11-19T17:37:28.053459,VPN_OFF,285.719996
2025-11-19T17:37:43.234418,VPN_OFF,288.481516
2025-11-19T17:46:47.231905,VPN_ON,6.899489
2025-11-19T17:47:02.565688,VPN_ON,6.65022
2025-11-19T17:47:17.911016,VPN_ON,5.619025
2025-11-19T17:47:33.347650,VPN_ON,4.862152
2025-11-19T17:47:48.697611,VPN_ON,5.00607
2025-11-19T17:48:04.070748,VPN_ON,4.686555
2025-11-19T17:48:19.427964,VPN_ON,6.944968
2025-11-19T17:48:34.704181,VPN_ON,9.263922
2025-11-19T17:48:49.952052,VPN_ON,5.784284
2025-11-19T17:49:05.189688,VPN_ON,6.402793
2025-11-19T17:49:20.564809,VPN_ON,5.904689
2025-11-19T17:49:36.297488,VPN_ON,6.600889
2025-11-19T17:49:52.910939,VPN_ON,4.816599
2025-11-19T17:50:08.392072,VPN_ON,5.349287
2025-11-19T17:50:23.718254,VPN_ON,6.037482
2025-11-19T17:50:39.084464,VPN_ON,6.225191
2025-11-19T17:50:59.325201,VPN_OFF,233.795681
2025-11-19T17:51:14.497703,VPN_OFF,224.097776
2025-11-19T17:51:29.693959,VPN_OFF,214.004221
2025-11-19T17:51:44.925395,VPN_OFF,212.02733
2025-11-19T17:52:00.123623,VPN_OFF,231.060745
2025-11-19T17:52:15.294900,VPN_OFF,32.101621
2025-11-19T17:52:30.483902,VPN_OFF,225.710999
2025-11-19T17:52:45.665650,VPN_OFF,238.830613
2025-11-19T17:53:00.822021,VPN_OFF,237.335933
2025-11-19T17:53:16.010481,VPN_OFF,224.382741
2025-11-19T17:53:31.243531,VPN_OFF,213.88471
2025-11-19T17:53:46.444744,VPN_OFF,225.72345
2025-11-19T17:54:01.641923,VPN_OFF,253.62917
2025-11-19T17:54:16.795141,VPN_OFF,233.803101
2025-11-19T17:54:31.988871,VPN_OFF,229.266246
2025-11-19T17:54:47.178862,VPN_OFF,229.147198
