timestamp,test_label,tcp_throughput_mbps
2025-11-18T21:38:58.008436,VPN_ON,85.285517
2025-11-18T21:39:13.459287,VPN_ON,62.201098
2025-11-18T21:39:28.809840,VPN_ON,54.61224
2025-11-18T21:39:44.098801,VPN_ON,68.250129
2025-11-18T21:39:59.521875,VPN_ON,68.874115
2025-11-18T21:40:15.088895,VPN_ON,52.88464
2025-11-18T21:40:30.518969,VPN_ON,54.817392
2025-11-18T21:40:46.047978,VPN_ON,63.633733
2025-11-18T21:41:01.695004,VPN_ON,47.150477
2025-11-18T21:41:17.157399,VPN_ON,63.265431
2025-11-18T21:41:32.813132,VPN_ON,43.802617
2025-11-18T21:41:48.480663,VPN_ON,59.005474
2025-11-18T21:42:04.078368,VPN_ON,54.302206
2025-11-18T21:42:19.510823,VPN_ON,42.927679
2025-11-18T21:42:35.081571,VPN_ON,56.930705
2025-11-18T21:42:50.905157,VPN_ON,48.39168
2025-11-18T21:43:11.125188,VPN_OFF,324.127437
2025-11-18T21:43:26.238982,VPN_OFF,373.770994
2025-11-18T21:43:41.383625,VPN_OFF,344.520208
2025-11-18T21:43:56.513157,VPN_OFF,383.893083
2025-11-18T21:44:11.648687,VPN_OFF,410.972974
2025-11-18T21:44:26.790567,VPN_OFF,416.275169
2025-11-18T21:44:41.923821,VPN_OFF,336.611493
2025-11-18T21:44:57.062484,VPN_OFF,371.375383
2025-11-18T21:45:12.190427,VPN_OFF,427.60618
2025-11-18T21:45:27.299881,VPN_OFF,378.151228
2025-11-18T21:45:42.441370,VPN_OFF,421.784234
2025-11-18T21:45:57.576781,VPN_OFF,407.449348
2025-11-18T21:46:12.738350,VPN_OFF,406.303214
2025-11-18T21:46:27.865971,VPN_OFF,437.826884
2025-11-18T21:46:43.008015,VPN_OFF,417.602781
2025-11-18T21:46:58.132710,VPN_OFF,403.750534
2025-11-18T23:04:08.485363,VPN_ON,0.32284
2025-11-19T17:04:16.894397,VPN_ON,358.534668
2025-11-19T17:04:32.007507,VPN_ON,409.381845
2025-11-19T17:04:47.148926,VPN_ON,423.797206
2025-11-19T17:05:02.286464,VPN_ON,383.955457
